session,ts_ms,gross_bps
20260818-190823,1787080135431,-0.0
20260818-190823,1787080135533,-0.0
20260818-190823,1787080135635,-0.0
20260818-190823,1787080135536,-0.0
20260818-190823,1787080135737,-0.0
20260818-190823,1787080135839,-0.0
20260818-190823,1787080135941,-0.0
20260818-190823,1787080136043,-0.0
20260818-190823,1787080136145,-0.0
20260818-190823,1787080136247,-0.0
20260818-190823,1787080136107,-0.0
20260818-190823,1787080136349,-0.0
20260818-190823,1787080136451,-0.0
20260818-190823,1787080136553,-0.0
20260818-190823,1787080136655,-0.0
20260818-190823,1787080136511,-0.0
20260818-190823,1787080136757,-0.0
20260818-190823,1787080136859,-0.0
20260818-190823,1787080136762,-0.0
20260818-190823,1787080136961,-0.0
20260818-190823,1787080137063,-0.0
20260818-190823,1787080137165,-0.0
20260818-190823,1787080137267,-0.0
20260818-190823,1787080137369,-0.0
20260818-190823,1787080137471,-0.0
20260818-190823,1787080137573,-0.0
20260818-190823,1787080137422,-0.0
20260818-190823,1787080137675,-0.0
20260818-190823,1787080137777,-0.0
20260818-190823,1787080137879,-0.0
20260818-190823,1787080137981,-0.0
20260818-190823,1787080138083,-0.0
20260818-190823,1787080138185,-0.0
20260818-190823,1787080138034,-0.0
20260818-190823,1787080138287,-0.0
20260818-190823,1787080138389,-0.0
20260818-190823,1787080138491,-0.0
20260818-190823,1787080138593,-0.0
20260818-190823,1787080138695,-0.0
20260818-190823,1787080138797,-0.0
20260818-190823,1787080138899,-0.0
20260818-190823,1787080139001,-0.0
20260818-190823,1787080139103,-0.0
20260818-190823,1787080139205,-0.0
20260818-190823,1787080139120,-0.0
20260818-190823,1787080139307,-0.0
20260818-190823,1787080139409,-0.0
20260818-190823,1787080139511,-0.0
20260818-190823,1787080139382,-0.0
20260818-190823,1787080139613,-0.0
20260818-190823,1787080139715,-0.0
20260818-190823,1787080139817,-0.0
20260818-190823,1787080139919,-0.0
20260818-190823,1787080140021,-0.0
20260818-190823,1787080140123,-0.0
20260818-190823,1787080140004,-0.0
20260818-190823,1787080140225,-0.0
20260818-190823,1787080140327,-0.0
20260818-190823,1787080140227,-0.0
20260818-190823,1787080140429,-0.0
20260818-190823,1787080140531,-0.0
20260818-190823,1787080140506,-0.0
20260818-190823,1787080140837,-0.0
20260818-190823,1787080140770,-0.0
20260818-190823,1787080140939,-0.0
20260818-190823,1787080140878,-0.0
20260818-190823,1787080141041,-0.0
20260818-190823,1787080141009,-0.0
20260818-190823,1787080170621,4.156863654098595
20260818-190823,1787080170723,4.156863654098595
20260818-190823,1787080170825,4.156863654098595
20260818-190823,1787080170927,4.156863654098595
20260818-190823,1787080171029,4.156863654098595
20260818-190823,1787080171085,4.156863654098595
20260818-190823,1787080171131,4.156863654098595
20260818-190823,1787080171233,4.156863654098595
20260818-190823,1787080171100,4.156863654098595
20260818-190823,1787080171335,4.156863654098595
20260818-190823,1787080171437,4.156863654098595
20260818-190823,1787080171539,4.156863654098595
20260818-190823,1787080171641,4.156863654098595
20260818-190823,1787080171743,4.156863654098595
20260818-190823,1787080171845,4.156863654098595
20260818-190823,1787080171947,4.156863654098595
20260818-190823,1787080171840,4.156863654098595
20260818-190823,1787080172019,4.156863654098595
20260818-190823,1787080172019,4.156863654098595
20260818-190823,1787080172019,4.156863654098595
20260818-190823,1787080172019,4.156863654098595
20260818-190823,1787080172019,4.156863654098595
20260818-190823,1787080172023,4.156863654098595
20260818-190823,1787080172023,4.156863654098595
20260818-190823,1787080172028,4.156863654098595
20260818-190823,1787080172033,4.156863654098595
20260818-190823,1787080172033,4.156863654098595
20260818-190823,1787080172033,4.156863654098595
20260818-190823,1787080172033,4.156863654098595
20260818-190823,1787080172033,4.156863654098595
20260818-190823,1787080172033,4.156863654098595
20260818-190823,1787080172033,4.156863654098595
20260818-190823,1787080172033,4.156863654098595
20260818-190823,1787080172038,4.156863654098595
20260818-190823,1787080172038,4.156863654098595
20260818-190823,1787080172038,4.156863654098595
20260818-190823,1787080172038,4.156863654098595
20260818-190823,1787080172038,4.156863654098595
20260818-190823,1787080172038,4.156863654098595
20260818-190823,1787080172038,4.156863654098595
20260818-190823,1787080172038,4.156863654098595
20260818-190823,1787080172047,4.156863654098595
20260818-190823,1787080172049,3.6007550767924164
20260818-190823,1787080172051,3.6007550767924164
20260818-190823,1787080172057,3.6007550767924164
20260818-190823,1787080172057,3.6007550767924164
20260818-190823,1787080172151,3.554409902276908
20260818-190823,1787080172253,3.554409902276908
20260818-190823,1787080172193,3.554409902276908
20260818-190823,1787080172355,3.554409902276908
20260818-190823,1787080172457,3.554409902276908
20260818-190823,1787080172559,3.554409902276908
20260818-190823,1787080172661,3.554409902276908
20260818-190823,1787080172763,3.554409902276908
20260818-190823,1787080172713,3.554409902276908
20260818-190823,1787080172865,3.554409902276908
20260818-190823,1787080172877,3.554409902276908
20260818-190823,1787080172967,3.5389614152745867
20260818-190823,1787080172943,3.5389614152745867
20260818-190823,1787080173069,3.5389614152745867
20260818-190823,1787080172972,3.5389614152745867
20260818-190823,1787080173171,3.5389614152745867
20260818-190823,1787080173273,3.5389614152745867
20260818-190823,1787080173375,3.5389614152745867
20260818-190823,1787080173227,3.5389614152745867
20260818-190823,1787080173477,3.5389614152745867
20260818-190823,1787080173579,3.5389614152745867
20260818-190823,1787080173681,3.5389614152745867
20260818-190823,1787080173783,3.5389614152745867
20260818-190823,1787080173885,3.5389614152745867
20260818-190823,1787080173987,3.5389614152745867
20260818-190823,1787080174089,3.5389614152745867
20260818-190823,1787080174191,3.5389614152745867
20260818-190823,1787080174293,3.5389614152745867
20260818-190823,1787080174395,3.5389614152745867
20260818-190823,1787080174497,3.5389614152745867
20260818-190823,1787080174599,3.5389614152745867
20260818-190823,1787080174701,3.5389614152745867
20260818-190823,1787080174553,3.5389614152745867
20260818-190823,1787080174803,3.5389614152745867
20260818-190823,1787080174905,3.5389614152745867
20260818-190823,1787080175007,3.5389614152745867
20260818-190823,1787080175109,3.5389614152745867
20260818-190823,1787080175211,3.5389614152745867
20260818-190823,1787080175313,3.5389614152745867
20260818-190823,1787080175415,3.5389614152745867
20260818-190823,1787080175517,3.5389614152745867
20260818-190823,1787080175619,3.5389614152745867
20260818-190823,1787080175721,3.5389614152745867
20260818-190823,1787080175823,3.5389614152745867
20260818-190823,1787080175925,3.5389614152745867
20260818-190823,1787080176027,3.5389614152745867
20260818-190823,1787080176129,3.5389614152745867
20260818-190823,1787080176231,3.5389614152745867
20260818-190823,1787080176333,3.5389614152745867
20260818-190823,1787080176435,3.5389614152745867
20260818-190823,1787080176370,3.5389614152745867
20260818-190823,1787080176537,3.5389614152745867
20260818-190823,1787080176639,3.5389614152745867
20260818-190823,1787080176741,3.5389614152745867
20260818-190823,1787080176843,3.5389614152745867
20260818-190823,1787080176945,3.5389614152745867
20260818-190823,1787080177047,3.5389614152745867
20260818-190823,1787080177149,3.5389614152745867
20260818-190823,1787080177251,3.5389614152745867
20260818-190823,1787080177353,3.5389614152745867
20260818-190823,1787080177455,3.5389614152745867
20260818-190823,1787080177557,3.5389614152745867
20260818-190823,1787080177659,3.5389614152745867
20260818-190823,1787080177761,3.5389614152745867
20260818-190823,1787080177863,3.5389614152745867
20260818-190823,1787080177965,3.5389614152745867
20260818-190823,1787080178067,3.5389614152745867
20260818-190823,1787080178169,3.5389614152745867
20260818-190823,1787080178271,3.5389614152745867
20260818-190823,1787080178373,3.5389614152745867
20260818-190823,1787080178475,3.5389614152745867
20260818-190823,1787080178577,3.5389614152745867
20260818-190823,1787080178679,3.5389614152745867
20260818-190823,1787080178781,3.5389614152745867
20260818-190823,1787080178873,3.5389614152745867
20260818-190823,1787080178883,3.5389614152745867
20260818-190823,1787080178985,3.5389614152745867
20260818-190823,1787080178876,3.5389614152745867
20260818-190823,1787080179087,3.5389614152745867
20260818-190823,1787080179189,3.5389614152745867
20260818-190823,1787080179291,3.5389614152745867
20260818-190823,1787080179393,3.5389614152745867
20260818-190823,1787080179495,3.5389614152745867
20260818-190823,1787080179597,3.5389614152745867
20260818-190823,1787080179699,3.5389614152745867
20260818-190823,1787080179801,3.5389614152745867
20260818-190823,1787080179903,3.5389614152745867
20260818-190823,1787080180005,3.1835198757509002
20260818-190823,1787080180107,2.6426305764729876
20260818-190823,1787080180209,2.6426305764729876
20260818-190823,1787080180311,2.6426305764729876
20260818-190823,1787080180227,2.6426305764729876
20260818-190823,1787080180413,2.6426305764729876
20260818-190823,1787080180515,2.6426305764729876
20260818-190823,1787080180617,2.6426305764729876
20260818-190823,1787080180719,2.6426305764729876
20260818-190823,1787080180573,2.6426305764729876
20260818-190823,1787080180821,2.6426305764729876
20260818-190823,1787080180923,2.6426305764729876
20260818-190823,1787080180803,2.6426305764729876
20260818-190823,1787080181025,2.6426305764729876
20260818-190823,1787080181127,2.6426305764729876
20260818-190823,1787080181229,2.6426305764729876
20260818-190823,1787080181331,2.6426305764729876
20260818-190823,1787080181433,2.6426305764729876
20260818-190823,1787080181535,2.6426305764729876
20260818-190823,1787080181477,2.6426305764729876
20260818-190823,1787080181637,2.6426305764729876
20260818-190823,1787080181739,2.6426305764729876
20260818-190823,1787080181841,2.6426305764729876
20260818-190823,1787080181943,2.6426305764729876
20260818-190823,1787080182045,2.6426305764729876
20260818-190823,1787080182147,2.6426305764729876
20260818-190823,1787080182249,2.6426305764729876
20260818-190823,1787080182351,2.6426305764729876
20260818-190823,1787080182453,2.6426305764729876
20260818-190823,1787080182555,2.6426305764729876
20260818-190823,1787080182657,2.6426305764729876
20260818-190823,1787080182759,2.6426305764729876
20260818-190823,1787080182861,2.6426305764729876
20260818-190823,1787080182963,2.6426305764729876
20260818-190823,1787080183065,2.6426305764729876
20260818-190823,1787080183167,2.6426305764729876
20260818-190823,1787080183269,2.6426305764729876
20260818-190823,1787080183211,2.6426305764729876
20260818-190823,1787080183371,2.6426305764729876
20260818-190823,1787080183473,2.6426305764729876
20260818-190823,1787080183575,2.6426305764729876
20260818-190823,1787080183677,2.6426305764729876
20260818-190823,1787080183779,2.6426305764729876
20260818-190823,1787080183881,2.6426305764729876
20260818-190823,1787080183983,2.6426305764729876
20260818-190823,1787080184085,2.6426305764729876
20260818-190823,1787080184187,2.6426305764729876
20260818-190823,1787080184289,2.6426305764729876
20260818-190823,1787080184391,2.6426305764729876
20260818-190823,1787080184493,2.6426305764729876
20260818-190823,1787080184595,2.6426305764729876
20260818-190823,1787080184697,2.6426305764729876
20260818-190823,1787080184799,2.6426305764729876
20260818-190823,1787080184901,2.6426305764729876
20260818-190823,1787080185003,2.6426305764729876
20260818-190823,1787080185105,2.6426305764729876
20260818-190823,1787080185207,2.6426305764729876
20260818-190823,1787080185090,2.6426305764729876
20260818-190823,1787080185309,2.6426305764729876
20260818-190823,1787080185411,2.6426305764729876
20260818-190823,1787080185513,2.6426305764729876
20260818-190823,1787080185615,2.6426305764729876
20260818-190823,1787080185548,2.6426305764729876
20260818-190823,1787080185717,2.6426305764729876
20260818-190823,1787080185819,2.6426305764729876
20260818-190823,1787080185921,2.6426305764729876
20260818-190823,1787080186023,2.6426305764729876
20260818-190823,1787080186125,2.6426305764729876
20260818-190823,1787080186227,2.6426305764729876
20260818-190823,1787080186329,2.6426305764729876
20260818-190823,1787080186431,2.6426305764729876
20260818-190823,1787080186488,2.6426305764729876
20260818-190823,1787080186533,2.6426305764729876
20260818-190823,1787080186635,2.6426305764729876
20260818-190823,1787080186514,2.6426305764729876
20260818-190823,1787080186737,2.6426305764729876
20260818-190823,1787080186839,2.6426305764729876
20260818-190823,1787080186941,2.6426305764729876
20260818-190823,1787080187043,2.6426305764729876
20260818-190823,1787080186928,2.6426305764729876
20260818-190823,1787080187145,2.6426305764729876
20260818-190823,1787080187090,2.6426305764729876
20260818-190823,1787080187247,2.6426305764729876
20260818-190823,1787080187349,2.6426305764729876
20260818-190823,1787080187451,2.6426305764729876
20260818-190823,1787080187553,2.6426305764729876
20260818-190823,1787080187426,2.6426305764729876
20260818-190823,1787080187655,2.6426305764729876
20260818-190823,1787080187757,2.6426305764729876
20260818-190823,1787080187859,2.6426305764729876
20260818-190823,1787080187961,2.6426305764729876
20260818-190823,1787080188063,2.6426305764729876
20260818-190823,1787080188165,2.6426305764729876
20260818-190823,1787080188165,2.6426305764729876
20260818-190823,1787080188165,2.6426305764729876
20260818-190823,1787080188165,2.6426305764729876
20260818-190823,1787080188165,2.6426305764729876
20260818-190823,1787080188165,2.6426305764729876
20260818-190823,1787080188165,2.6426305764729876
20260818-190823,1787080188165,2.6426305764729876
20260818-190823,1787080188165,2.6426305764729876
20260818-190823,1787080188165,2.6426305764729876
20260818-190823,1787080188165,2.6426305764729876
20260818-190823,1787080188165,2.6426305764729876
20260818-190823,1787080188165,2.6426305764729876
20260818-190823,1787080188165,2.6426305764729876
20260818-190823,1787080188165,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188166,2.6426305764729876
20260818-190823,1787080188168,2.6426305764729876
20260818-190823,1787080188168,2.6426305764729876
20260818-190823,1787080188168,2.6426305764729876
20260818-190823,1787080188168,2.6426305764729876
20260818-190823,1787080188168,2.6426305764729876
20260818-190823,1787080188168,2.6426305764729876
20260818-190823,1787080188168,2.6426305764729876
20260818-190823,1787080188168,2.6426305764729876
20260818-190823,1787080188168,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188174,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188175,2.6426305764729876
20260818-190823,1787080188180,2.6426305764729876
20260818-190823,1787080188180,2.6426305764729876
20260818-190823,1787080188180,2.6426305764729876
20260818-190823,1787080188180,2.6426305764729876
20260818-190823,1787080188180,2.6426305764729876
20260818-190823,1787080188182,2.6426305764729876
20260818-190823,1787080188182,2.6426305764729876
20260818-190823,1787080188182,2.6426305764729876
20260818-190823,1787080188182,2.6426305764729876
20260818-190823,1787080188183,2.6426305764729876
20260818-190823,1787080188190,2.6426305764729876
20260818-190823,1787080188190,2.6426305764729876
20260818-190823,1787080188190,2.6426305764729876
20260818-190823,1787080188206,2.6426305764729876
20260818-190823,1787080188206,2.6426305764729876
20260818-190823,1787080188206,2.6426305764729876
20260818-190823,1787080188206,2.6426305764729876
20260818-190823,1787080188206,2.6426305764729876
20260818-190823,1787080188206,2.6426305764729876
20260818-190823,1787080188206,2.6426305764729876
20260818-190823,1787080188206,2.6426305764729876
20260818-190823,1787080188206,2.6426305764729876
20260818-190823,1787080188206,2.6426305764729876
20260818-190823,1787080188206,2.6426305764729876
20260818-190823,1787080188206,2.6426305764729876
20260818-190823,1787080188206,2.6426305764729876
20260818-190823,1787080188206,2.6426305764729876
20260818-190823,1787080188206,2.6426305764729876
20260818-190823,1787080188207,2.6426305764729876
20260818-190823,1787080188207,2.6426305764729876
20260818-190823,1787080188207,2.6426305764729876
20260818-190823,1787080188207,2.6426305764729876
20260818-190823,1787080188207,2.6426305764729876
20260818-190823,1787080188207,2.6426305764729876
20260818-190823,1787080188207,2.6426305764729876
20260818-190823,1787080188207,2.6426305764729876
20260818-190823,1787080188207,2.6426305764729876
20260818-190823,1787080188207,2.6426305764729876
20260818-190823,1787080188207,2.6426305764729876
20260818-190823,1787080188207,2.6426305764729876
20260818-190823,1787080188208,2.6426305764729876
20260818-190823,1787080188208,2.6426305764729876
20260818-190823,1787080188208,2.6426305764729876
20260818-190823,1787080188208,2.6426305764729876
20260818-190823,1787080188208,2.6426305764729876
20260818-190823,1787080188208,2.6426305764729876
20260818-190823,1787080188208,2.6426305764729876
20260818-190823,1787080188208,2.6426305764729876
20260818-190823,1787080188208,2.6426305764729876
20260818-190823,1787080188208,2.6426305764729876
20260818-190823,1787080188208,2.6426305764729876
20260818-190823,1787080188208,2.6426305764729876
20260818-190823,1787080188208,2.6426305764729876
20260818-190823,1787080188208,2.6426305764729876
20260818-190823,1787080188208,2.6426305764729876
20260818-190823,1787080188208,2.6426305764729876
20260818-190823,1787080188209,2.6426305764729876
20260818-190823,1787080188209,2.6426305764729876
20260818-190823,1787080188209,2.6426305764729876
20260818-190823,1787080188210,2.6426305764729876
20260818-190823,1787080188210,2.6426305764729876
20260818-190823,1787080188210,2.6426305764729876
20260818-190823,1787080188210,2.6426305764729876
20260818-190823,1787080188210,2.6426305764729876
20260818-190823,1787080188211,2.6426305764729876
20260818-190823,1787080188217,2.6426305764729876
20260818-190823,1787080188265,2.6426305764729876
20260818-190823,1787080188304,2.6426305764729876
20260818-190823,1787080188267,0.015458041080643945
20260818-190823,1787080188334,0.015458041080643945
20260818-190823,1787080188369,0.015458041080643945
20260818-190823,1787080189389,0.015458041080643945
20260818-190823,1787080189322,0.015458041080643945
20260818-190823,1787080189449,0.015458041080643945
20260818-190823,1787080189470,0.015458041080643945
20260818-190823,1787080189470,0.015458041080643945
20260818-190823,1787080189470,0.015458041080643945
20260818-190823,1787080189471,0.015458041080643945
20260818-190823,1787080189471,0.015458041080643945
20260818-190823,1787080189471,0.015458041080643945
20260818-190823,1787080189471,0.015458041080643945
20260818-190823,1787080189471,0.015458041080643945
20260818-190823,1787080189471,0.015458041080643945
20260818-190823,1787080189471,0.015458041080643945
20260818-190823,1787080189491,-0.1700416060879948
20260818-190823,1787080189593,-0.1700416060879948
20260818-190823,1787080189475,-0.1700416060879948
20260818-190823,1787080189695,-0.1700416060879948
20260818-190823,1787080189797,-0.1700416060879948
20260818-190823,1787080189899,-0.1700416060879948
20260818-190823,1787080189850,-0.1700416060879948
20260818-190823,1787080190001,-0.1700416060879948
20260818-190823,1787080189933,-0.1700416060879948
20260818-190823,1787080190029,-0.1700416060879948
20260818-190823,1787080190029,-0.1700416060879948
20260818-190823,1787080190029,-0.1700416060879948
20260818-190823,1787080190029,-0.1700416060879948
20260818-190823,1787080190029,-0.1700416060879948
20260818-190823,1787080190029,-0.1700416060879948
20260818-190823,1787080190029,-0.1700416060879948
20260818-190823,1787080190029,-0.1700416060879948
20260818-190823,1787080190029,-0.1700416060879948
20260818-190823,1787080190029,-0.1700416060879948
20260818-190823,1787080190031,-0.1700416060879948
20260818-190823,1787080190031,-0.1700416060879948
20260818-190823,1787080190031,-0.1700416060879948
20260818-190823,1787080190031,-0.1700416060879948
20260818-190823,1787080190031,-0.1700416060879948
20260818-190823,1787080190103,-0.4792229785858854
20260818-190823,1787080190205,-0.4792229785858854
20260818-190823,1787080190055,-0.4792229785858854
20260818-190823,1787080190307,-0.4792229785858854
